period,entity,nih_org_dept,total_funding,award_years,distinct_projects,r01_funding,r01_award_years,r01_distinct_projects,m_award_years,m_distinct_projects,funded_investigators
FY2024_FY2025,IPF4976105,OTHER BASIC SCIENCES,42720865.0,43,28,24659483.0,33,20,0,0,17
FY2024_FY2025,IPF4976105,OTHER HEALTH PROFESSIONS,1304102.0,2,1,1304102.0,2,1,0,0,1
FY2024_FY2025,IPF4976105,PATHOLOGY,140341.0,1,1,0.0,0,0,0,0,1
FY2024_FY2025,IPF4976105,PUBLIC HEALTH & PREV MEDICINE,1418403.0,3,2,1267747.0,2,1,0,0,2
FY2024_FY2025,IPF4976105,RADIATION-DIAGNOSTIC/ONCOLOGY,1089758.0,3,2,1089758.0,3,2,0,0,2
FY2024_FY2025,IPF3736101,BIOSTATISTICS & OTHER MATH SCI,3546139.0,8,5,0.0,0,0,0,0,4
FY2024_FY2025,IPF3736101,INTERNAL MEDICINE/MEDICINE,55185713.0,99,59,29009383.0,58,34,0,0,40
FY2024_FY2025,IPF3736101,OTHER BASIC SCIENCES,11189606.0,24,16,6754013.0,14,10,0,0,11
FY2024_FY2025,IPF3736101,PATHOLOGY,1248041.0,2,1,1248041.0,2,1,0,0,1
FY2024_FY2025,IPF3736101,PUBLIC HEALTH & PREV MEDICINE,20246208.0,29,16,12916735.0,18,10,0,0,11
FY2024_FY2025,IPF3736101,RADIATION-DIAGNOSTIC/ONCOLOGY,4901683.0,10,5,4355623.0,7,4,0,0,3
FY2024_FY2025,IPF10005742,BIOMEDICAL ENGINEERING,4278979.0,8,6,3608030.0,6,5,0,0,1
FY2024_FY2025,IPF10005742,BIOSTATISTICS & OTHER MATH SCI,807478.0,2,1,0.0,0,0,0,0,1
FY2024_FY2025,IPF10005742,DENTISTRY,1245210.0,2,1,1245210.0,2,1,0,0,1
FY2024_FY2025,IPF10005742,INTERNAL MEDICINE/MEDICINE,37231207.0,67,37,27911627.0,52,27,0,0,18
FY2024_FY2025,IPF10005742,NEUROLOGY,5431184.0,9,6,4670977.0,8,5,0,0,4
FY2024_FY2025,IPF10005742,NEUROSURGERY,9665432.0,27,15,6957899.0,16,8,0,0,9
FY2024_FY2025,IPF10005742,ORTHOPEDICS,705334.0,1,1,705334.0,1,1,0,0,1
FY2024_FY2025,IPF10005742,PATHOLOGY,9287530.0,8,5,9287530.0,8,5,0,0,3
FY2024_FY2025,IPF10005742,RADIATION-DIAGNOSTIC/ONCOLOGY,1419213.0,3,3,588696.0,1,1,0,0,3
FY2024_FY2025,IPF10005742,SURGERY,15862798.0,27,15,14150700.0,23,11,0,0,8
FY2024_FY2025,IPF10005742,UROLOGY,6043668.0,11,5,2648210.0,7,3,0,0,2
FY2024_FY2025,IPF6959701,EMERGENCY MEDICINE,6795152.0,7,6,1453454.0,2,2,0,0,4
FY2024_FY2025,IPF6959701,INTERNAL MEDICINE/MEDICINE,19851600.0,33,22,7715356.0,12,8,0,0,16
FY2024_FY2025,IPF6959701,NEUROLOGY,398715.0,1,1,398715.0,1,1,0,0,1
FY2024_FY2025,IPF6959701,ORTHOPEDICS,7881569.0,16,8,7671583.0,15,7,0,0,6
FY2024_FY2025,IPF6959701,PEDIATRICS,6252825.0,14,9,578027.0,2,1,0,0,5
FY2024_FY2025,IPF6959701,PLASTIC SURGERY,348826.0,1,1,348826.0,1,1,0,0,1
FY2024_FY2025,IPF6959701,PSYCHIATRY,11647985.0,31,20,4835385.0,7,4,0,0,11
FY2024_FY2025,IPF6959701,SURGERY,7154532.0,20,10,2887034.0,4,3,0,0,7
FY2024_FY2025,IPF1520001,ANESTHESIOLOGY,3907404.0,9,5,3007039.0,4,2,0,0,3
FY2024_FY2025,IPF1520001,INTERNAL MEDICINE/MEDICINE,12697647.0,23,15,11191369.0,13,9,0,0,12
FY2024_FY2025,IPF1520001,NEUROSURGERY,387936.0,2,1,0.0,0,0,0,0,1
FY2024_FY2025,IPF1520001,OPHTHALMOLOGY,1568784.0,4,2,1099577.0,2,1,0,0,2
FY2024_FY2025,IPF1520001,PEDIATRICS,49072360.0,53,27,7737677.0,16,9,0,0,20
FY2024_FY2025,IPF1520001,RADIATION-DIAGNOSTIC/ONCOLOGY,1471179.0,3,2,1324246.0,2,1,0,0,2
FY2024_FY2025,IPF1520001,SURGERY,2930329.0,6,4,2538267.0,4,2,0,0,4
FY2024_FY2025,IPF1520001,UROLOGY,1979446.0,4,2,1979446.0,4,2,0,0,2
FY2024_FY2025,IPF1518602,EMERGENCY MEDICINE,955500.0,3,2,0.0,0,0,0,0,1
FY2024_FY2025,IPF1518602,INTERNAL MEDICINE/MEDICINE,6207548.0,22,13,1141401.0,2,1,0,0,10
FY2024_FY2025,IPF1518602,NEUROLOGY,2606379.0,6,3,0.0,0,0,0,0,2
FY2024_FY2025,IPF1518602,NEUROSURGERY,309124.0,2,1,0.0,0,0,0,0,1
FY2024_FY2025,IPF1518602,OTHER BASIC SCIENCES,25129786.0,53,34,11592173.0,22,15,0,0,28
FY2024_FY2025,IPF1518602,PEDIATRICS,11386837.0,19,12,6843694.0,9,6,0,0,9
FY2024_FY2025,IPF1518602,PSYCHIATRY,3932955.0,13,7,2807762.0,5,3,0,0,6
FY2024_FY2025,IPF1518602,RADIATION-DIAGNOSTIC/ONCOLOGY,1228689.0,3,2,645893.0,1,1,0,0,1
FY2024_FY2025,IPF1518602,SURGERY,8279897.0,17,11,7783820.0,13,8,0,0,9
FY2024_FY2025,IPF4155008,EMERGENCY MEDICINE,837500.0,2,1,0.0,0,0,0,0,1
FY2024_FY2025,IPF4155008,INTERNAL MEDICINE/MEDICINE,7974125.0,14,10,4695229.0,8,5,0,0,7
FY2024_FY2025,IPF4155008,NEUROSURGERY,994432.0,2,2,994432.0,2,2,0,0,1
FY2024_FY2025,IPF4155008,OTHER BASIC SCIENCES,6973718.0,16,11,3195201.0,8,5,0,0,6
FY2024_FY2025,IPF4155008,PEDIATRICS,162000.0,1,1,0.0,0,0,0,0,1
FY2024_FY2025,IPF4155008,PSYCHIATRY,12449862.0,20,13,9640231.0,12,8,0,0,9
FY2024_FY2025,IPF4155008,RADIATION-DIAGNOSTIC/ONCOLOGY,1014233.0,2,1,1014233.0,2,1,0,0,1
FY2024_FY2025,IPF3617301,FAMILY MEDICINE,892037.0,5,3,0.0,0,0,0,0,3
FY2024_FY2025,IPF3617301,INTERNAL MEDICINE/MEDICINE,47541942.0,92,53,28440659.0,37,21,0,0,35
FY2024_FY2025,IPF3617301,NEUROLOGY,1751354.0,4,2,1315101.0,2,1,0,0,2
FY2024_FY2025,IPF3617301,OBSTETRICS & GYNECOLOGY,468191.0,1,1,468191.0,1,1,0,0,1
FY2024_FY2025,IPF3617301,OTOLARYNGOLOGY,703116.0,1,1,703116.0,1,1,0,0,1
FY2024_FY2025,IPF3617301,PEDIATRICS,2920075.0,10,7,1560979.0,2,1,0,0,5
FY2024_FY2025,IPF3617301,PSYCHIATRY,2141330.0,5,3,939784.0,1,1,0,0,3
FY2024_FY2025,IPF3617301,SURGERY,197968.0,2,1,0.0,0,0,0,0,1
FY2024_FY2025,IPF1525701,EMERGENCY MEDICINE,1230308.0,4,2,850148.0,2,1,0,0,2
FY2024_FY2025,IPF1525701,INTERNAL MEDICINE/MEDICINE,20270398.0,30,21,11441517.0,10,6,0,0,21
FY2024_FY2025,IPF1525701,NEUROLOGY,450360.0,2,1,0.0,0,0,0,0,1
FY2024_FY2025,IPF1525701,ORTHOPEDICS,1359984.0,3,2,0.0,0,0,0,0,2
FY2024_FY2025,IPF1525701,OTHER BASIC SCIENCES,6610055.0,10,6,5875513.0,9,5,0,0,3
FY2024_FY2025,IPF1525701,OTOLARYNGOLOGY,1199757.0,2,1,1199757.0,2,1,0,0,1
FY2024_FY2025,IPF1525701,PEDIATRICS,17381504.0,32,21,11188527.0,10,8,0,0,17
FY2024_FY2025,IPF1525701,PSYCHIATRY,1662787.0,3,2,1413022.0,2,1,0,0,2
FY2024_FY2025,IPF1525701,SURGERY,5829038.0,13,8,4439633.0,8,5,0,0,6
FY2024_FY2025,IPF1525701,UROLOGY,898218.0,2,2,708138.0,1,1,0,0,2
FY2024_FY2025,MEEI,OPHTHALMOLOGY,23974501.0,41,26,16064692.0,28,18,0,0,18
FY2024_FY2025,MEEI,OTHER BASIC SCIENCES,2743101.0,5,3,2743101.0,5,3,0,0,2
FY2024_FY2025,MEEI,OTOLARYNGOLOGY,36578099.0,59,35,17007122.0,33,19,0,0,24
FY2024_FY2025,MGB_CORE,ANESTHESIOLOGY,54781102.0,103,64,28990437.0,41,23,0,0,39
FY2024_FY2025,MGB_CORE,BIOSTATISTICS & OTHER MATH SCI,35525586.0,6,4,838975.0,2,1,0,0,2
FY2024_FY2025,MGB_CORE,DERMATOLOGY,43783460.0,80,45,23603998.0,41,21,0,0,23
FY2024_FY2025,MGB_CORE,EMERGENCY MEDICINE,12685787.0,22,17,8927670.0,10,7,0,0,12
FY2024_FY2025,MGB_CORE,INTERNAL MEDICINE/MEDICINE,671768118.0,1184,694,407928846.0,620,351,0,0,447
FY2024_FY2025,MGB_CORE,NEUROLOGY,322573400.0,340,190,122022555.0,175,100,0,0,135
FY2024_FY2025,MGB_CORE,NEUROSURGERY,20225452.0,39,26,15253309.0,30,20,0,0,16
FY2024_FY2025,MGB_CORE,OBSTETRICS & GYNECOLOGY,25277006.0,24,16,14494588.0,15,9,0,0,11
FY2024_FY2025,MGB_CORE,ORTHOPEDICS,11677239.0,22,13,10609604.0,17,9,0,0,7
FY2024_FY2025,MGB_CORE,OTHER BASIC SCIENCES,88142509.0,156,91,58249090.0,92,51,0,0,57
FY2024_FY2025,MGB_CORE,PATHOLOGY,74574005.0,117,73,38968825.0,62,35,0,0,45
FY2024_FY2025,MGB_CORE,PEDIATRICS,24245640.0,59,36,19157710.0,31,17,0,0,26
FY2024_FY2025,MGB_CORE,PLASTIC SURGERY,2821449.0,4,2,2821449.0,4,2,0,0,2
FY2024_FY2025,MGB_CORE,PSYCHIATRY,158878254.0,279,160,68307734.0,102,53,0,0,111
FY2024_FY2025,MGB_CORE,PUBLIC HEALTH & PREV MEDICINE,18174181.0,34,20,7986708.0,14,7,0,0,15
FY2024_FY2025,MGB_CORE,RADIATION-DIAGNOSTIC/ONCOLOGY,201895860.0,338,209,123385553.0,195,115,0,0,136
FY2024_FY2025,MGB_CORE,SURGERY,104576157.0,133,75,38273139.0,70,37,0,0,54
FY2024_FY2025,MGB_CORE,UROLOGY,3422208.0,9,6,1850364.0,6,4,0,0,4
FY2021_FY2025,MGH,ANESTHESIOLOGY,86425916.0,154,77,43475831.0,73,30,0,0,36
FY2021_FY2025,MGH,BIOSTATISTICS & OTHER MATH SCI,190545867.0,21,7,1691646.0,4,2,0,0,3
FY2021_FY2025,MGH,DENTISTRY,263086.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,MGH,DERMATOLOGY,53446050.0,106,38,30900299.0,68,21,0,0,13
FY2021_FY2025,MGH,EMERGENCY MEDICINE,20595628.0,33,15,13001215.0,15,7,0,0,9
FY2021_FY2025,MGH,INTERNAL MEDICINE/MEDICINE,698455703.0,1400,489,414906372.0,685,219,0,0,269
FY2021_FY2025,MGH,NEUROLOGY,536942292.0,548,207,173328007.0,272,91,0,0,120
FY2021_FY2025,MGH,NEUROSURGERY,40273944.0,70,28,26441472.0,50,21,0,0,13
FY2021_FY2025,MGH,OBSTETRICS & GYNECOLOGY,34795592.0,31,15,21087347.0,16,8,0,0,6
FY2021_FY2025,MGH,ORTHOPEDICS,5352880.0,14,6,4914291.0,12,4,0,0,3
FY2021_FY2025,MGH,OTHER BASIC SCIENCES,136608543.0,266,100,90642638.0,152,48,0,0,57
FY2021_FY2025,MGH,PATHOLOGY,62673032.0,113,45,34453391.0,59,22,0,0,24
FY2021_FY2025,MGH,PEDIATRICS,37862497.0,97,41,24672485.0,42,15,0,0,23
FY2021_FY2025,MGH,PSYCHIATRY,331457122.0,616,230,150672506.0,236,79,0,0,119
FY2021_FY2025,MGH,PUBLIC HEALTH & PREV MEDICINE,16578485.0,36,14,9766699.0,16,6,0,0,9
FY2021_FY2025,MGH,RADIATION-DIAGNOSTIC/ONCOLOGY,421299812.0,708,307,227863778.0,393,132,0,0,146
FY2021_FY2025,MGH,SURGERY,160711713.0,255,102,58431979.0,118,40,0,0,56
FY2021_FY2025,MGH,UROLOGY,1109690.0,4,2,1109690.0,4,2,0,0,1
FY2021_FY2025,BWH,ANESTHESIOLOGY,35827540.0,81,25,21222500.0,35,10,0,0,16
FY2021_FY2025,BWH,DENTISTRY,2148169.0,3,1,2148169.0,3,1,0,0,1
FY2021_FY2025,BWH,DERMATOLOGY,38059210.0,82,32,18332169.0,30,12,0,0,19
FY2021_FY2025,BWH,EMERGENCY MEDICINE,11376823.0,27,13,5700646.0,12,5,0,0,8
FY2021_FY2025,BWH,INTERNAL MEDICINE/MEDICINE,959658704.0,1632,611,577928670.0,883,304,0,0,311
FY2021_FY2025,BWH,NEUROLOGY,222504514.0,289,109,130283830.0,153,50,0,0,53
FY2021_FY2025,BWH,NEUROSURGERY,13610249.0,34,14,12209315.0,26,10,0,0,8
FY2021_FY2025,BWH,OBSTETRICS & GYNECOLOGY,21498531.0,39,16,10536571.0,16,5,0,0,11
FY2021_FY2025,BWH,ORTHOPEDICS,21126071.0,43,14,17504753.0,27,7,0,0,6
FY2021_FY2025,BWH,OTHER BASIC SCIENCES,50419897.0,90,38,31603985.0,50,17,0,0,15
FY2021_FY2025,BWH,PATHOLOGY,92758611.0,169,67,47491534.0,84,29,0,0,38
FY2021_FY2025,BWH,PEDIATRICS,20203829.0,43,16,16096342.0,23,7,0,0,11
FY2021_FY2025,BWH,PLASTIC SURGERY,3700567.0,7,3,3216615.0,5,2,0,0,2
FY2021_FY2025,BWH,PSYCHIATRY,78648271.0,95,38,23868993.0,32,15,0,0,22
FY2021_FY2025,BWH,PUBLIC HEALTH & PREV MEDICINE,12393333.0,27,16,3645604.0,6,2,0,0,10
FY2021_FY2025,BWH,RADIATION-DIAGNOSTIC/ONCOLOGY,77352761.0,145,54,60133452.0,96,35,0,0,33
FY2021_FY2025,BWH,SURGERY,105321594.0,109,32,33434296.0,61,16,0,0,24
FY2021_FY2025,BWH,UROLOGY,6242403.0,16,6,3218378.0,8,2,0,0,3
FY2021_FY2025,IPF10040927,ANESTHESIOLOGY,48756563.0,105,30,33889514.0,60,17,0,0,19
FY2021_FY2025,IPF10040927,BIOMEDICAL ENGINEERING,763875.0,2,1,763875.0,2,1,0,0,1
FY2021_FY2025,IPF10040927,BIOSTATISTICS & OTHER MATH SCI,296701613.0,70,21,19476631.0,29,11,0,0,11
FY2021_FY2025,IPF10040927,DERMATOLOGY,3365103.0,5,3,3365103.0,5,3,0,0,2
FY2021_FY2025,IPF10040927,EMERGENCY MEDICINE,63253459.0,29,12,7649176.0,9,4,0,0,6
FY2021_FY2025,IPF10040927,INTERNAL MEDICINE/MEDICINE,833364261.0,1211,425,358980002.0,589,198,0,0,237
FY2021_FY2025,IPF10040927,NEUROLOGY,54434809.0,92,35,33955164.0,42,15,0,0,19
FY2021_FY2025,IPF10040927,NEUROSURGERY,3445910.0,9,4,3174831.0,7,2,0,0,3
FY2021_FY2025,IPF10040927,OBSTETRICS & GYNECOLOGY,9326864.0,25,11,2642565.0,4,1,0,0,6
FY2021_FY2025,IPF10040927,OPHTHALMOLOGY,20977850.0,46,18,11498661.0,27,9,0,0,12
FY2021_FY2025,IPF10040927,ORTHOPEDICS,10067442.0,21,9,8855250.0,16,5,0,0,5
FY2021_FY2025,IPF10040927,OTHER BASIC SCIENCES,80752092.0,67,22,29362127.0,44,15,0,0,12
FY2021_FY2025,IPF10040927,OTHER HEALTH PROFESSIONS,1050000.0,2,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF10040927,OTOLARYNGOLOGY,29929902.0,78,33,21342975.0,38,15,0,0,17
FY2021_FY2025,IPF10040927,PATHOLOGY,96214128.0,189,69,65136741.0,128,40,0,0,32
FY2021_FY2025,IPF10040927,PEDIATRICS,199950723.0,237,82,60695346.0,96,32,0,0,44
FY2021_FY2025,IPF10040927,PSYCHIATRY,54258883.0,90,33,36954983.0,49,16,0,0,20
FY2021_FY2025,IPF10040927,PUBLIC HEALTH & PREV MEDICINE,33840906.0,64,25,10693074.0,20,9,0,0,12
FY2021_FY2025,IPF10040927,RADIATION-DIAGNOSTIC/ONCOLOGY,60150334.0,121,51,35534899.0,74,24,0,0,22
FY2021_FY2025,IPF10040927,SURGERY,36680452.0,79,28,26644743.0,46,16,0,0,21
FY2021_FY2025,IPF10040927,UROLOGY,10938855.0,21,7,6808070.0,15,4,0,0,5
FY2021_FY2025,IPF10068583,BIOSTATISTICS & OTHER MATH SCI,3781648.0,12,7,0.0,0,0,0,0,6
FY2021_FY2025,IPF10068583,INTERNAL MEDICINE/MEDICINE,809654724.0,302,110,82836088.0,133,60,0,0,60
FY2021_FY2025,IPF10068583,NEUROLOGY,3511892.0,8,2,3511892.0,8,2,0,0,1
FY2021_FY2025,IPF10068583,NEUROSURGERY,5881324.0,14,3,0.0,0,0,0,0,1
FY2021_FY2025,IPF10068583,OTHER BASIC SCIENCES,14531596.0,26,11,7052429.0,13,5,0,0,6
FY2021_FY2025,IPF10068583,PATHOLOGY,863444.0,4,2,0.0,0,0,0,0,2
FY2021_FY2025,IPF10068583,PEDIATRICS,10762080.0,14,4,1435661.0,2,1,0,0,3
FY2021_FY2025,IPF10068583,PUBLIC HEALTH & PREV MEDICINE,351751189.0,446,157,122615830.0,212,75,0,0,77
FY2021_FY2025,IPF10068583,RADIATION-DIAGNOSTIC/ONCOLOGY,140854.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF861001,INTERNAL MEDICINE/MEDICINE,340539834.0,94,63,12212836.0,39,31,0,0,44
FY2021_FY2025,IPF861001,NEUROLOGY,957079.0,3,2,957079.0,3,2,0,0,1
FY2021_FY2025,IPF861001,NEUROSURGERY,678699.0,3,3,0.0,0,0,0,0,1
FY2021_FY2025,IPF861001,OTHER BASIC SCIENCES,1484902.0,6,4,1325418.0,5,3,0,0,4
FY2021_FY2025,IPF861001,PEDIATRICS,34305.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF861001,PUBLIC HEALTH & PREV MEDICINE,42621258.0,93,83,15656259.0,49,40,0,0,52
FY2021_FY2025,IPF4976101,ANESTHESIOLOGY,16791328.0,40,14,9190890.0,16,7,0,0,10
FY2021_FY2025,IPF4976101,BIOSTATISTICS & OTHER MATH SCI,43596555.0,9,3,643686.0,1,1,0,0,3
FY2021_FY2025,IPF4976101,DERMATOLOGY,493656.0,2,2,0.0,0,0,0,0,2
FY2021_FY2025,IPF4976101,FAMILY MEDICINE,490729.0,1,1,490729.0,1,1,0,0,1
FY2021_FY2025,IPF4976101,INTERNAL MEDICINE/MEDICINE,401552779.0,767,277,249698106.0,466,148,0,0,150
FY2021_FY2025,IPF4976101,NEUROLOGY,162974080.0,155,63,39370031.0,76,29,0,0,36
FY2021_FY2025,IPF4976101,NEUROSURGERY,6822691.0,13,5,1580138.0,3,1,0,0,3
FY2021_FY2025,IPF4976101,OBSTETRICS & GYNECOLOGY,4114036.0,6,5,0.0,0,0,0,0,3
FY2021_FY2025,IPF4976101,OPHTHALMOLOGY,1581673.0,8,3,509859.0,1,1,0,0,2
FY2021_FY2025,IPF4976101,ORTHOPEDICS,29599448.0,65,24,19003313.0,41,15,0,0,14
FY2021_FY2025,IPF4976101,OTHER BASIC SCIENCES,157311760.0,389,148,111481559.0,244,79,0,0,78
FY2021_FY2025,IPF4976101,OTHER HEALTH PROFESSIONS,1284874.0,5,2,633618.0,1,1,0,0,2
FY2021_FY2025,IPF4976101,PATHOLOGY,145043680.0,62,23,7233627.0,18,6,0,0,16
FY2021_FY2025,IPF4976101,PEDIATRICS,11055155.0,26,12,10362404.0,22,9,0,0,7
FY2021_FY2025,IPF4976101,PHYSICAL MEDICINE & REHAB,30543263.0,31,13,13062082.0,18,6,0,0,8
FY2021_FY2025,IPF4976101,PSYCHIATRY,15354030.0,32,13,12470268.0,21,9,0,0,7
FY2021_FY2025,IPF4976101,PUBLIC HEALTH & PREV MEDICINE,25056159.0,34,12,10827689.0,14,6,0,0,8
FY2021_FY2025,IPF4976101,RADIATION-DIAGNOSTIC/ONCOLOGY,128123665.0,217,77,87850259.0,159,51,0,0,40
FY2021_FY2025,IPF4976101,SURGERY,13046060.0,19,8,11224532.0,17,7,0,0,6
FY2021_FY2025,IPF4976101,UROLOGY,203676.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1504801,ANESTHESIOLOGY,24889745.0,63,23,10446985.0,19,7,0,0,15
FY2021_FY2025,IPF1504801,BIOSTATISTICS & OTHER MATH SCI,11595198.0,16,6,1244593.0,4,2,0,0,1
FY2021_FY2025,IPF1504801,EMERGENCY MEDICINE,6568994.0,6,2,5573382.0,5,1,0,0,2
FY2021_FY2025,IPF1504801,INTERNAL MEDICINE/MEDICINE,343952289.0,616,228,208833097.0,336,114,0,0,113
FY2021_FY2025,IPF1504801,NEUROLOGY,108274210.0,204,70,47783820.0,91,28,0,0,38
FY2021_FY2025,IPF1504801,NEUROSURGERY,1538028.0,4,2,1051278.0,2,1,0,0,2
FY2021_FY2025,IPF1504801,OPHTHALMOLOGY,20288720.0,49,18,17809940.0,36,12,0,0,13
FY2021_FY2025,IPF1504801,ORTHOPEDICS,8465734.0,20,10,4316485.0,9,3,0,0,4
FY2021_FY2025,IPF1504801,OTHER BASIC SCIENCES,123537563.0,240,88,82886695.0,139,46,0,0,46
FY2021_FY2025,IPF1504801,OTOLARYNGOLOGY,9689904.0,19,6,9557199.0,18,5,0,0,3
FY2021_FY2025,IPF1504801,PATHOLOGY,31380976.0,56,20,17769307.0,37,12,0,0,10
FY2021_FY2025,IPF1504801,PEDIATRICS,145074174.0,267,92,73796374.0,121,35,0,0,56
FY2021_FY2025,IPF1504801,PLASTIC SURGERY,2483575.0,9,3,1358540.0,2,1,0,0,2
FY2021_FY2025,IPF1504801,PSYCHIATRY,21056922.0,23,8,13955784.0,13,4,0,0,4
FY2021_FY2025,IPF1504801,PUBLIC HEALTH & PREV MEDICINE,49831.0,1,1,49831.0,1,1,0,0,1
FY2021_FY2025,IPF1504801,RADIATION-DIAGNOSTIC/ONCOLOGY,44059759.0,71,28,28592931.0,51,19,0,0,9
FY2021_FY2025,IPF1504801,SURGERY,75642811.0,127,50,64559512.0,95,32,0,0,22
FY2021_FY2025,IPF1504801,UROLOGY,24153830.0,33,12,16058813.0,25,8,0,0,5
FY2021_FY2025,IPF5079202,DERMATOLOGY,4826691.0,14,5,4135290.0,9,2,0,0,2
FY2021_FY2025,IPF5079202,INTERNAL MEDICINE/MEDICINE,283047288.0,477,168,138611170.0,235,79,0,0,111
FY2021_FY2025,IPF5079202,NEUROLOGY,8278272.0,18,6,3990575.0,7,2,0,0,6
FY2021_FY2025,IPF5079202,NEUROSURGERY,2454197.0,4,2,1967447.0,3,1,0,0,1
FY2021_FY2025,IPF5079202,OTHER BASIC SCIENCES,248831907.0,442,151,147460321.0,275,87,0,0,82
FY2021_FY2025,IPF5079202,PATHOLOGY,13039336.0,32,13,5398035.0,8,4,0,0,8
FY2021_FY2025,IPF5079202,PEDIATRICS,6140093.0,11,4,1538728.0,2,1,0,0,3
FY2021_FY2025,IPF5079202,PLASTIC SURGERY,8653337.0,17,8,4712385.0,7,3,0,0,3
FY2021_FY2025,IPF5079202,PSYCHIATRY,41920706.0,84,30,25022588.0,38,15,0,0,18
FY2021_FY2025,IPF5079202,PUBLIC HEALTH & PREV MEDICINE,26370338.0,57,23,10841945.0,23,9,0,0,14
FY2021_FY2025,IPF5079202,RADIATION-DIAGNOSTIC/ONCOLOGY,82997582.0,139,46,51767189.0,87,27,0,0,22
FY2021_FY2025,IPF5079202,SURGERY,94895403.0,70,25,20436354.0,38,14,0,0,17
FY2021_FY2025,IPF5079202,UROLOGY,8403405.0,22,6,3959700.0,8,2,0,0,6
FY2021_FY2025,IPF615001,ANESTHESIOLOGY,11570198.0,33,15,9233718.0,19,5,0,0,10
FY2021_FY2025,IPF615001,EMERGENCY MEDICINE,3063312.0,6,3,2438058.0,3,1,0,0,3
FY2021_FY2025,IPF615001,INTERNAL MEDICINE/MEDICINE,312813809.0,550,203,163610288.0,302,111,0,0,107
FY2021_FY2025,IPF615001,NEUROLOGY,8894866.0,28,10,6422915.0,20,6,0,0,5
FY2021_FY2025,IPF615001,NEUROSURGERY,5463401.0,13,5,4598925.0,9,3,0,0,4
FY2021_FY2025,IPF615001,OPHTHALMOLOGY,6104516.0,16,7,4973721.0,12,4,0,0,5
FY2021_FY2025,IPF615001,ORTHOPEDICS,1168650.0,3,1,1168650.0,3,1,0,0,1
FY2021_FY2025,IPF615001,OTHER BASIC SCIENCES,56408730.0,124,60,34677058.0,59,20,0,0,37
FY2021_FY2025,IPF615001,OTOLARYNGOLOGY,490580.0,3,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF615001,PATHOLOGY,62252.0,2,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF615001,PEDIATRICS,240461013.0,437,161,162862199.0,279,90,0,0,81
FY2021_FY2025,IPF615001,PLASTIC SURGERY,11678879.0,22,10,6987785.0,11,6,0,0,4
FY2021_FY2025,IPF615001,PSYCHIATRY,13687669.0,16,5,5028692.0,8,2,0,0,3
FY2021_FY2025,IPF615001,PUBLIC HEALTH & PREV MEDICINE,57845023.0,31,10,7926931.0,15,5,0,0,9
FY2021_FY2025,IPF615001,RADIATION-DIAGNOSTIC/ONCOLOGY,7057239.0,12,5,6077956.0,10,3,0,0,4
FY2021_FY2025,IPF615001,SURGERY,9175748.0,21,6,7953748.0,17,5,0,0,5
FY2021_FY2025,IPF615001,UROLOGY,1954792.0,6,4,1954792.0,6,4,0,0,1
FY2021_FY2025,DFCI,BIOSTATISTICS & OTHER MATH SCI,88032899.0,72,24,15774121.0,36,10,0,0,16
FY2021_FY2025,DFCI,INTERNAL MEDICINE/MEDICINE,479231724.0,716,270,144123582.0,264,91,0,0,175
FY2021_FY2025,DFCI,OTHER BASIC SCIENCES,106480666.0,145,49,47953201.0,82,24,0,0,28
FY2021_FY2025,DFCI,PATHOLOGY,9542053.0,27,11,5054365.0,10,4,0,0,7
FY2021_FY2025,DFCI,PEDIATRICS,942428.0,2,1,942428.0,2,1,0,0,1
FY2021_FY2025,DFCI,PUBLIC HEALTH & PREV MEDICINE,13265698.0,27,5,8641215.0,17,3,0,0,3
FY2021_FY2025,DFCI,RADIATION-DIAGNOSTIC/ONCOLOGY,27959064.0,52,21,16244473.0,33,12,0,0,10
FY2021_FY2025,IPF1499101,ANESTHESIOLOGY,33268103.0,84,31,23799106.0,40,15,0,0,21
FY2021_FY2025,IPF1499101,EMERGENCY MEDICINE,5632137.0,11,3,4769805.0,7,2,0,0,2
FY2021_FY2025,IPF1499101,INTERNAL MEDICINE/MEDICINE,227510983.0,438,161,107070526.0,187,61,0,0,93
FY2021_FY2025,IPF1499101,NEUROLOGY,39869519.0,73,27,12752606.0,20,6,0,0,13
FY2021_FY2025,IPF1499101,NEUROSURGERY,61138193.0,33,5,0.0,0,0,0,0,2
FY2021_FY2025,IPF1499101,OPHTHALMOLOGY,4816780.0,8,4,1991559.0,3,1,0,0,2
FY2021_FY2025,IPF1499101,ORTHOPEDICS,12826558.0,32,14,10718278.0,22,8,0,0,6
FY2021_FY2025,IPF1499101,OTHER BASIC SCIENCES,67812651.0,123,52,34265705.0,50,20,0,0,28
FY2021_FY2025,IPF1499101,OTHER HEALTH PROFESSIONS,185854.0,1,1,0.0,0,0,0,0,1
